producto,categoria,pais,anio,marca
Producto_15,Belleza,Chile,2020,Xiaomi
Producto_15,Belleza,Chile,2021,Samsung
Producto_15,Belleza,Chile,2022,Sony
Producto_15,Belleza,Chile,2023,ell
Producto_15,Belleza,Chkle,2024,Apple
Producto_15,Belleza,Pru,2018,HPP
Producto_15,Belleza,Peru,2019,Xiaomi
Producto_15,Belleza,Peru,2020,Dell
Producto_15,Belleza,Peru,2021,Samsnug
Producto_15,Belleza,Peru,2022,Sony
Producto_15,Belleza,Peru,2023,Dell
Producto_15,Belleza,Peru,2024,Samsung
Producto_15,Belleza,Cooombia,2018,HP
Producto_15,Belleza,Colombia,2019,Xiaomk
Producto_15,Belleza,Colombia,2020,LG
Producto_15,Belleza,Colobmia,2021,aSmsung
Producto_15,Belleza,Colombia,2022,Dell
Producto_15,Belleza,Colombia,2023,Samsung
Producto_15,Belleza,Colombia,2024,Xiaomi
Producto_15,Belleza,Mexico,2018,Huawe
Producto_15,Belleza,Mexico,2019,LG
Producto_15,Belleza,Mexico,2020,LGG
Producto_15,Belleza,Mexico,2021,LG
Producto_15,Belleza,Mexio,2022,Xiaomi
Producto_15,Belleza,Mexio,2023,Dell
Producto_15,Belleza,Mexico,2024,Sansung
Producto_15,Belleza,Argentina,2018,HP
Producto_15,Belleza,Argentina,2019,Samsung
Producto_15,Belleza,Argentina,2020,HP
Producto_15,Belleza,Argentiina,2021,LG
Producto_15,Belleza,Argentnia,2022,Huawei
Producto_15,Belleza,Argntina,2023,Sony
Producto_15,Belleza,Argentina,2024,Samsung
Producto_15,Belleza,Brasil,2018,Sonny
Producto_15,Belleza,Brasil,2019,Samsung
Producto_15,Belleza,Brasil,2020,HPP
Producto_15,Belleza,Braisl,2021,Sony
Producto_15,Belleza,rasil,2022,Samsung
Producto_15,Belleza,BBrasil,2023,Xiaomi
Producto_15,Belleza,Brasil,2024,Samsunng
Producto_16,Juguetería,Chile,2018,Apple
Producto_16,Juguetería,Chile,2019,HPP
Producto_16,Juguetería,hCile,2020,HP
Producto_16,Juguetería,Chile,2021,Xiaoni
Producto_16,Juguetería,Chie,2022,Huawei
Producto_16,Juguetería,Chike,2023,Apple
Producto_16,Juguetería,Chile,2024,Apple
Producto_16,Juguetería,Pru,2018,Xiaomi
Producto_16,Juguetería,Peru,2019,Apple
Producto_16,Juguetería,Peru,2020,Samsung
Producto_16,Juguetería,Peru,2021,Xuaomi
Producto_16,Juguetería,Peru,2022,Samung
Producto_16,Juguetería,Peru,2023,Apple
Producto_16,Juguetería,Peru,2024,Dell
Producto_16,Juguetería,Coloombia,2018,Samsung
Producto_16,Juguetería,Colombia,2019,Sony
Producto_16,Juguetería,Colombia,2020,LG
Producto_16,Juguetería,Colombia,2021,LG
Producto_16,Juguetería,Colombia,2022,Samsung
Producto_16,Juguetería,Colombia,2023,Dell
Producto_16,Juguetería,Coolmbia,2024,LG
Producto_16,Juguetería,Mexio,2018,Delo
Producto_16,Juguetería,Mexico,2019,HP
Producto_16,Juguetería,Mexico,2020,Huawei
Producto_16,Juguetería,Mexico,2021,Dell
Producto_16,Juguetería,Mexico,2022,Xaiomi
Producto_16,Juguetería,Mexico,2023,P
Producto_16,Juguetería,Mxico,2024,HP
Producto_16,Juguetería,Argentina,2018,Samsung
Producto_16,Juguetería,Argentinaa,2019,Samsung
Producto_16,Juguetería,Arhentina,2020,Samsunng
Producto_16,Juguetería,Argentina,2021,HP
Producto_16,Juguetería,Argentina,2022,HHuawei
Producto_16,Juguetería,Argentin,2023,iXaomi
Producto_16,Juguetería,Argentina,2024,Samsung
Producto_16,Juguetería,Brasil,2018,LG
Producto_16,Juguetería,Braisl,2019,Dell
Producto_16,Juguetería,Brasli,2020,Xiaomi
Producto_16,Juguetería,Brqsil,2021,LG
Producto_16,Juguetería,rBasil,2022,Apple
Producto_16,Juguetería,Brsail,2023,Delll
Producto_16,Juguetería,Brasil,2024,Huawei
Producto_17,Hogar,Chile,2018,Xiaomi
Producto_17,Hogar,CChile,2019,Apple
Producto_17,Hogar,Chile,2020,HHuawei
Producto_17,Hogar,Chile,2021,HP
Producto_17,Hogar,Chile,2022,HP
Producto_17,Hogar,Chile,2023,Xiaimi
Producto_17,Hogar,Chile,2024,L
Producto_17,Hogar,Pru,2018,Dell
Producto_17,Hogar,Peeru,2019,L-G
Producto_17,Hogar,Peru,2020,Sony
Producto_17,Hogar,Peru,2021,Huawei
Producto_17,Hogar,Peru,2022,Apple
Producto_17,Hogar,Peru,2023,Sony
Producto_17,Hogar,Peru,2024,Apple
Producto_17,Hogar,Colombia,2018,Xiaomi
Producto_17,Hogar,Colombia,2019,LG
Producto_17,Hogar,Colombia,2020,Del
Producto_17,Hogar,Colomiba,2021,Sony
Producto_17,Hogar,Colombai,2022,Huawei
Producto_17,Hogar,Colombia,2023,Huawei
Producto_17,Hogar,Colomba,2024,HP
Producto_17,Hogar,Mexico,2018,Dell
Producto_17,Hogar,Mexico,2019,Appl
Producto_17,Hogar,Mexio,2020,ell
Producto_17,Hogar,Mexico,2021,Samsung
Producto_17,Hogar,Mexio,2022,Xaiomi
Producto_17,Hogar,Mexico,2023,LG
Producto_17,Hogar,Mexico,2024,HP
Producto_17,Hogar,Argentina,2018,Huawei
Producto_17,Hogar,Argentina,2019,Apple
Producto_17,Hogar,Argentina,2020,Samsung
Producto_17,Hogar,Argntina,2021,Hawei
Producto_17,Hogar,Argentina,2022,LG
Producto_17,Hogar,Argentina,2023,Sansung
Producto_17,Hogar,Argentina,2024,Apple
Producto_17,Hogar,Brasil,2018,Dell
Producto_17,Hogar,Brasil,2019,LG
Producto_17,Hogar,rBasil,2020,HPP
Producto_17,Hogar,Brasil,2021,Del
Producto_17,Hogar,Brasil,2022,G
Producto_17,Hogar,Brasil,2023,Sony
Producto_17,Hogar,Brasil,2024,Xiaomi
Producto_18,Deporte,Chile,2018,Samsnug
Producto_18,Deporte,Chile,2019,Xiaomi
Producto_18,Deporte,Chile,2020,Sansung
Producto_18,Deporte,Chile,2021,Hauwei
Producto_18,Deporte,Chile,2022,Huawei
Producto_18,Deporte,Chile,2023,Dell
Producto_18,Deporte,Chile,2024,LG
Producto_18,Deporte,Pru,2018,Xiomi
Producto_18,Deporte,Peru,2019,Delll
Producto_18,Deporte,Peru,2020,Samsung
Producto_18,Deporte,Peru,2021,Xiaaomi
Producto_18,Deporte,Peu,2022,Sonny
Producto_18,Deporte,Pru,2023,L-G
Producto_18,Deporte,Peru,2024,Somy
Producto_18,Deporte,Colombia,2018,Samsung
Producto_18,Deporte,Colombbia,2019,iaomi
Producto_18,Deporte,Colombia,2020,Del
Producto_18,Deporte,Colmobia,2021,Soni
Producto_18,Deporte,Colombia,2022,Apple
Producto_18,Deporte,Colombia,2023,LG
Producto_18,Deporte,Colombia,2024,Xiaomi
Producto_18,Deporte,Mexico,2018,HP
Producto_18,Deporte,Mexico,2019,Xiaommi
Producto_18,Deporte,Mexico,2020,HP
Producto_18,Deporte,Mexiico,2021,Huawei
Producto_18,Deporte,Mexico,2022,Samsun
Producto_18,Deporte,Mexico,2023,Samsung
Producto_18,Deporte,Mexico,2024,Sasmung
Producto_18,Deporte,zrgentina,2018,Samsung
Producto_18,Deporte,Argentina,2019,Sony
Producto_18,Deporte,Argentina,2020,Apple
Producto_18,Deporte,Argentian,2021,LG
Producto_18,Deporte,Argentina,2022,Dell
Producto_18,Deporte,Arentina,2023,HP
Producto_18,Deporte,Argentina,2024,Xiaaomi
Producto_18,Deporte,Brasil,2018,Samsugn
Producto_18,Deporte,Brasil,2019,Sony
Producto_18,Deporte,Brasil,2020,LG
Producto_18,Deporte,Brasil,2021,Samsung
Producto_18,Deporte,Brsil,2022,HP
Producto_18,Deporte,Brasil,2023,Dell
Producto_18,Deporte,Brasil,2024,HP
Producto_19,Computación,Chile,2018,pple
Producto_19,Computación,Chile,2019,Appel
Producto_19,Computación,Chile,2020,Xiiaomi
Producto_19,Computación,Chile,2021,Samusng
Producto_19,Computación,Chile,2022,Dell
Producto_19,Computación,Chile,2023,HPP
Producto_19,Computación,Chle,2024,Samsunf
Producto_19,Computación,Peru,2018,Dell
Producto_19,Computación,Peru,2019,ony
Producto_19,Computación,Peru,2020,Samsung
Producto_19,Computación,leru,2021,Dell
Producto_19,Computación,Peru,2022,LG
Producto_19,Computación,Peru,2023,Sony
Producto_19,Computación,Peru,2024,Huawi
Producto_19,Computación,Colombia,2018,Sony
Producto_19,Computación,Colombia,2019,HP
Producto_19,Computación,Colombia,2020,GL
Producto_19,Computación,Colombia,2021,LG
Producto_19,Computación,Colombia,2022,Apple
Producto_19,Computación,Colombia,2023,Samsung
Producto_19,Computación,Cilombia,2024,Samsung
Producto_19,Computación,Mexico,2018,Apple
Producto_19,Computación,Mexico,2019,Xiaomi
Producto_19,Computación,Meixco,2020,Xiaomo
Producto_19,Computación,Mexico,2021,Xiaomi
Producto_19,Computación,Mexico,2022,Samsung
Producto_19,Computación,Mexio,2023,Huaewi
Producto_19,Computación,Mexico,2024,Del
Producto_19,Computación,Argentina,2018,Xiaomi
Producto_19,Computación,Argentina,2019,Ddll
Producto_19,Computación,Argentina,2020,Samsung
Producto_19,Computación,Argentina,2021,PH
Producto_19,Computación,Argentina,2022,Dell
Producto_19,Computación,Argentina,2023,Huawei
Producto_19,Computación,Argentina,2024,Apple
Producto_19,Computación,Brasil,2018,wony
Producto_19,Computación,Brasil,2019,Dell
Producto_19,Computación,Brasil,2020,Apple
Producto_19,Computación,Brasil,2021,Sony
Producto_19,Computación,Brasil,2022,Sony
Producto_19,Computación,Brasli,2023,LG
Producto_19,Computación,Brasil,2024,Xiaomk
Producto_20,Electrónica,Chile,2018,HP
Producto_20,Electrónica,Chle,2019,amsung
Producto_20,Electrónica,Chile,2020,Huawei
Producto_20,Electrónica,Chile,2021,Dwll
Producto_20,Electrónica,Chile,2022,iXaomi
Producto_20,Electrónica,Chile,2023,Xiaomi
Producto_20,Electrónica,Chile,2024,HP
Producto_20,Electrónica,Peru,2018,Sonny
Producto_20,Electrónica,Peru,2019,Samsung
Producto_20,Electrónica,Peru,2020,ony
Producto_20,Electrónica,Per,2021,amsung
Producto_20,Electrónica,Pru,2022,Samusng
Producto_20,Electrónica,Pru,2023,Samsung
Producto_20,Electrónica,Peru,2024,Hl
Producto_20,Electrónica,Cokombia,2018,HPP
Producto_20,Electrónica,Cloombia,2019,Dell
Producto_20,Electrónica,Colombia,2020,Xiaomi
Producto_20,Electrónica,Colombia,2021,Samsung
Producto_20,Electrónica,Colombia,2022,Huawei
Producto_20,Electrónica,oClombia,2023,Xiaomi
Producto_20,Electrónica,Cloombia,2024,HP
Producto_20,Electrónica,Mexico,2018,GL
Producto_20,Electrónica,Mexico,2019,Apple
Producto_20,Electrónica,Mexico,2020,HP
Producto_20,Electrónica,Mexico,2021,Dell
Producto_20,Electrónica,Mexico,2022,Sony
Producto_20,Electrónica,Mexico,2023,HP
Producto_20,Electrónica,Mexico,2024,Xiaomi
Producto_20,Electrónica,Argentina,2018,LG
Producto_20,Electrónica,Argentina,2019,Xiaomi
Producto_20,Electrónica,Argentinna,2020,LG
Producto_20,Electrónica,Argentina,2021,Son
Producto_20,Electrónica,Argentinna,2022,Dell
Producto_20,Electrónica,Argentina,2023,Samsung
Producto_20,Electrónica,Argentina,2024,Dell
Producto_20,Electrónica,Brasil,2018,Xaiomi
Producto_20,Electrónica,Brasil,2019,HP
Producto_20,Electrónica,Brasil,2020,Samsung
Producto_20,Electrónica,Brasil,2021,HP
Producto_20,Electrónica,Brasil,2022,Apple
Producto_20,Electrónica,Barsil,2023,Xiaomi
Producto_20,Electrónica,Brasil,2024,Dell
Producto_21,Belleza,Chile,2018,Samsung
Producto_21,Belleza,Chile,2019,Huawei
Producto_21,Belleza,Chile,2020,Apple
Producto_21,Belleza,Chiile,2021,HP
Producto_21,Belleza,Chile,2022,Xiaomi
Producto_21,Belleza,Chile,2023,LG
Producto_21,Belleza,Chile,2024,Apple
Producto_21,Belleza,Peru,2018,Del
Producto_21,Belleza,Peru,2019,Huaei
Producto_21,Belleza,Peru,2020,Huawei
Producto_21,Belleza,Peru,2021,Appl
Producto_21,Belleza,Peru,2022,Xiaomi
Producto_21,Belleza,Peru,2023,Sony
Producto_21,Belleza,Peru,2024,Ssmsung
Producto_21,Belleza,Colombia,2018,Sony
Producto_21,Belleza,Colombia,2019,Huaweei
Producto_21,Belleza,Colombia,2020,Aplle
Producto_21,Belleza,Colombia,2021,Apple
Producto_21,Belleza,Colombia,2022,Sony
Producto_21,Belleza,Colombia,2023,LG
Producto_21,Belleza,oClombia,2024,Xiaoim
Producto_21,Belleza,Mexico,2018,GL
Producto_21,Belleza,Mexico,2019,Apple
Producto_21,Belleza,Mexuco,2020,LG
Producto_21,Belleza,Mexco,2021,Sony
Producto_21,Belleza,Mexico,2022,Dell
Producto_21,Belleza,Mexico,2023,Huawei
Producto_21,Belleza,Mexico,2024,Appple
Producto_21,Belleza,Argentina,2018,Samsung
Producto_21,Belleza,Argentina,2019,LG
Producto_21,Belleza,Argentina,2020,PH
Producto_21,Belleza,Argenntina,2021,HHP
Producto_21,Belleza,zrgentina,2022,Xiaomi
Producto_21,Belleza,Argentin,2023,Xiaomi
Producto_21,Belleza,Argentina,2024,HP
Producto_21,Belleza,Basil,2018,Dell
Producto_21,Belleza,Brasil,2019,Sny
Producto_21,Belleza,Brasil,2020,Apple
Producto_21,Belleza,Brasil,2021,Dell
Producto_21,Belleza,Brasil,2022,Samsung
Producto_21,Belleza,Brasl,2023,LG
Producto_21,Belleza,Brasill,2024,Dekl
Producto_22,Belleza,Chile,2018,Samsung
Producto_22,Belleza,hile,2019,Huaei
Producto_22,Belleza,Chike,2020,Huawei
Producto_22,Belleza,Chile,2021,Xiaomi
Producto_22,Belleza,Chile,2022,Sansung
Producto_22,Belleza,Chile,2023,Sony
Producto_22,Belleza,Chile,2024,HP
Producto_22,Belleza,Peru,2018,Del
Producto_22,Belleza,Pru,2019,Dell
Producto_22,Belleza,Pru,2020,Huawei
Producto_22,Belleza,eru,2021,Apple
Producto_22,Belleza,PPeru,2022,Samsung
Producto_22,Belleza,Peru,2023,LG
Producto_22,Belleza,Peru,2024,LG
Producto_22,Belleza,Colombia,2018,Drll
Producto_22,Belleza,Colombia,2019,Huawei
Producto_22,Belleza,Colombia,2020,Sony
Producto_22,Belleza,Colombia,2021,HP
Producto_22,Belleza,Colombia,2022,Xiaomi
Producto_22,Belleza,Colombia,2023,Xiaomi
Producto_22,Belleza,Colombia,2024,HP
Producto_22,Belleza,Mexico,2018,Del
Producto_22,Belleza,Meixco,2019,Appld
Producto_22,Belleza,Mexico,2020,Samsung
Producto_22,Belleza,Mexico,2021,Appke
Producto_22,Belleza,Mexico,2022,LG
Producto_22,Belleza,Mexico,2023,HP
Producto_22,Belleza,Mexico,2024,oG
Producto_22,Belleza,Argntina,2018,Xaiomi
Producto_22,Belleza,Argentina,2019,PH
Producto_22,Belleza,Argentina,2020,HPP
Producto_22,Belleza,Argentinna,2021,Xioami
Producto_22,Belleza,Argentin,2022,Dell
Producto_22,Belleza,Argentina,2023,Xiaomi
Producto_22,Belleza,Argentina,2024,HP
Producto_22,Belleza,Brsil,2018,Dell
Producto_22,Belleza,Brasip,2019,pple
Producto_22,Belleza,Braasil,2020,Xiaoi
Producto_22,Belleza,Brasil,2021,Xiaomi
Producto_22,Belleza,Brasil,2022,Apple
Producto_22,Belleza,Brail,2023,Samsnug
Producto_22,Belleza,Brasil,2024,Apple
Producto_23,Deporte,Chile,2018,HP
Producto_23,Deporte,Chile,2019,Dell
Producto_23,Deporte,CChile,2020,HP
Producto_23,Deporte,Chile,2021,Xiaomi
Producto_23,Deporte,Chile,2022,LG
Producto_23,Deporte,Chile,2023,Apple
Producto_23,Deporte,Chile,2024,Huawei
Producto_23,Deporte,Peru,2018,Huawei
Producto_23,Deporte,Peru,2019,Sony
Producto_23,Deporte,Per,2020,Samsung
Producto_23,Deporte,Peru,2021,LG
Producto_23,Deporte,Peru,2022,LG
Producto_23,Deporte,Peru,2023,Dell
Producto_23,Deporte,Pwru,2024,GL
Producto_23,Deporte,Colombia,2018,Huawei
Producto_23,Deporte,Colombia,2019,G
Producto_23,Deporte,Colombia,2020,Samsung
Producto_23,Deporte,Colobmia,2021,Samsung
Producto_23,Deporte,Colombia,2022,Huaei
Producto_23,Deporte,Colobmia,2023,Samsung
Producto_23,Deporte,Colombia,2024,PH
Producto_23,Deporte,Mexico,2018,Xiaomi
Producto_23,Deporte,Mexico,2019,LG
Producto_23,Deporte,Mexico,2020,Xaiomi
Producto_23,Deporte,Mexiico,2021,Xiaomi
Producto_23,Deporte,Mexico,2022,Samsung
Producto_23,Deporte,Mexico,2023,Sony
Producto_23,Deporte,Mexico,2024,Apple
Producto_23,Deporte,Agrentina,2018,Huawe
Producto_23,Deporte,Argentina,2019,Dlel
Producto_23,Deporte,Argentina,2020,Xiaomi
Producto_23,Deporte,Argentina,2021,Xiaomi
Producto_23,Deporte,Argentina,2022,HP
Producto_23,Deporte,Argentina,2023,oG
Producto_23,Deporte,Argentina,2024,Apple
Producto_23,Deporte,Brasil,2018,LGG
Producto_23,Deporte,Barsil,2019,Samsung
Producto_23,Deporte,Brasli,2020,HP
Producto_23,Deporte,Brsil,2021,Dell
Producto_23,Deporte,Brasil,2022,Samsung
Producto_23,Deporte,Brsil,2023,Soony
Producto_23,Deporte,Brasil,2024,HP
Producto_24,Juguetería,Chile,2018,Xaiomi
Producto_24,Juguetería,Chiile,2019,Apple
Producto_24,Juguetería,Chile,2020,Apple
Producto_24,Juguetería,Chile,2021,Sony
Producto_24,Juguetería,Chile,2022,Dell
Producto_24,Juguetería,Chilee,2023,HPP
Producto_24,Juguetería,Chile,2024,Xiaomi
Producto_24,Juguetería,Peru,2018,LG
Producto_24,Juguetería,Peru,2019,Deell
Producto_24,Juguetería,Peru,2020,Apple
Producto_24,Juguetería,Peru,2021,Sony
Producto_24,Juguetería,Peru,2022,Saksung
Producto_24,Juguetería,Peru,2023,HP
Producto_24,Juguetería,Pfru,2024,L
Producto_24,Juguetería,Colombia,2018,Samsunng
Producto_24,Juguetería,Colombia,2019,GL
Producto_24,Juguetería,Colombia,2020,Xiaomi
Producto_24,Juguetería,Colombia,2021,Samsng
Producto_24,Juguetería,Colombia,2022,Samsung
Producto_24,Juguetería,Colomia,2023,Huaewi
Producto_24,Juguetería,Colomia,2024,PH
Producto_24,Juguetería,Mexico,2018,Sony
Producto_24,Juguetería,Mexjco,2019,LG
Producto_24,Juguetería,Mexico,2020,Xiaomi
Producto_24,Juguetería,Mexico,2021,Samsung
Producto_24,Juguetería,Meixco,2022,Samsung
Producto_24,Juguetería,MMexico,2023,Apple
Producto_24,Juguetería,Mexico,2024,Samsung
Producto_24,Juguetería,Argentina,2018,Dlel
Producto_24,Juguetería,Argentina,2019,HP
Producto_24,Juguetería,Argentina,2020,HPP
Producto_24,Juguetería,Argentina,2021,Huawei
Producto_24,Juguetería,Argentina,2022,LLG
Producto_24,Juguetería,Argentina,2023,Huawei
Producto_24,Juguetería,Argentina,2024,Huawei
Producto_24,Juguetería,Braisl,2018,Huawei
Producto_24,Juguetería,Brasil,2019,Huawei
Producto_24,Juguetería,Brasil,2020,Dell
Producto_24,Juguetería,Brasil,2021,HP
Producto_24,Juguetería,Brasil,2022,Apple
Producto_24,Juguetería,rasil,2023,LG
Producto_24,Juguetería,Brasil,2024,LG
Producto_25,Automotriz,Chile,2018,LG
Producto_25,Automotriz,Chile,2019,Samsung
Producto_25,Automotriz,Chile,2020,Huawei
Producto_25,Automotriz,Chile,2021,HP
Producto_25,Automotriz,Chile,2022,LG
Producto_25,Automotriz,Chile,2023,Huawei
Producto_25,Automotriz,Chlie,2024,Sony
Producto_25,Automotriz,Peru,2018,Dell
Producto_25,Automotriz,Pery,2019,L-G
Producto_25,Automotriz,Peeru,2020,Huawek
Producto_25,Automotriz,Peu,2021,Aople
Producto_25,Automotriz,Peru,2022,Sony
Producto_25,Automotriz,Pru,2023,Dell
Producto_25,Automotriz,Peru,2024,Dell
Producto_25,Automotriz,Colombiia,2018,Xaiomi
Producto_25,Automotriz,Colombia,2019,Dell
Producto_25,Automotriz,Colombia,2020,Apple
Producto_25,Automotriz,Colombia,2021,Apple
Producto_25,Automotriz,Colombia,2022,Apple
Producto_25,Automotriz,Colombia,2023,PH
Producto_25,Automotriz,Colombia,2024,Appe
Producto_25,Automotriz,Mexico,2018,Huawei
Producto_25,Automotriz,Mexico,2019,HP
Producto_25,Automotriz,Mxeico,2020,Xiaomi
Producto_25,Automotriz,Mexio,2021,Xiaomi
Producto_25,Automotriz,Mexico,2022,HP
Producto_25,Automotriz,Mexico,2023,iaomi
Producto_25,Automotriz,Mexico,2024,Appel
Producto_25,Automotriz,Argentina,2018,Xiaomi
Producto_25,Automotriz,Argentina,2019,HHuawei
Producto_25,Automotriz,Argentina,2020,Apple
Producto_25,Automotriz,Argentina,2021,Apple
Producto_25,Automotriz,Argentina,2022,H
Producto_25,Automotriz,Argentina,2023,Xiaoim
Producto_25,Automotriz,Argntina,2024,LG
Producto_25,Automotriz,Brasil,2018,LG
Producto_25,Automotriz,Brasil,2019,LG
Producto_25,Automotriz,Brasil,2020,Xiaomi
Producto_25,Automotriz,Brasiil,2021,Dell
Producto_25,Automotriz,Brasil,2022,Sonny
Producto_25,Automotriz,Brasil,2023,Dell
Producto_25,Automotriz,Brasil,2024,LG
Producto_26,Computación,Chile,2018,Huuawei
Producto_26,Computación,Chile,2019,Xiaoni
Producto_26,Computación,Chile,2020,Apple
Producto_26,Computación,Chile,2021,Huawei
Producto_26,Computación,Chile,2022,LG
Producto_26,Computación,hile,2023,Apple
Producto_26,Computación,Chile,2024,Xiaomi
Producto_26,Computación,Peru,2018,Apple
Producto_26,Computación,Preu,2019,LG
Producto_26,Computación,Peru,2020,Apple
Producto_26,Computación,Peru,2021,Dell
Producto_26,Computación,Peru,2022,Dell
Producto_26,Computación,Peru,2023,Dell
Producto_26,Computación,Peeru,2024,Samsung
Producto_26,Computación,Colombia,2018,LG
Producto_26,Computación,Colomiba,2019,HP
Producto_26,Computación,Collmbia,2020,Apple
Producto_26,Computación,Colombia,2021,Huawei
Producto_26,Computación,Colomia,2022,Dell
Producto_26,Computación,Colombia,2023,Huawei
Producto_26,Computación,Colombbia,2024,Huawwei
Producto_26,Computación,Mexic,2018,Apple
Producto_26,Computación,Mexico,2019,Xiaomi
Producto_26,Computación,Mexico,2020,LG
Producto_26,Computación,Mdxico,2021,LG
Producto_26,Computación,Mxeico,2022,Dell
Producto_26,Computación,Mexico,2023,Xiaomi
Producto_26,Computación,Mexico,2024,Apple
Producto_26,Computación,Argentina,2018,HP
Producto_26,Computación,Argentina,2019,Samsung
Producto_26,Computación,Argetnina,2020,AApple
Producto_26,Computación,Argnetina,2021,Huawei
Producto_26,Computación,AArgentina,2022,Huawei
Producto_26,Computación,Argentina,2023,Dell
Producto_26,Computación,Argentina,2024,LG
Producto_26,Computación,Brasil,2018,Samsuny
Producto_26,Computación,Brasill,2019,Sasmung
Producto_26,Computación,Brasil,2020,Appl
Producto_26,Computación,Brasil,2021,Xiaomi
Producto_26,Computación,Brsil,2022,ony
Producto_26,Computación,Brasil,2023,Dell
Producto_26,Computación,Brsil,2024,Huawei
Producto_27,Deporte,Chile,2018,HP
Producto_27,Deporte,Chile,2019,Huawei
Producto_27,Deporte,Chile,2020,HP
Producto_27,Deporte,Chile,2021,Samsung
Producto_27,Deporte,Chile,2022,PH
Producto_27,Deporte,Chile,2023,Appel
Producto_27,Deporte,Chile,2024,HP
Producto_27,Deporte,Peru,2018,HP
Producto_27,Deporte,Peru,2019,Sansung
Producto_27,Deporte,Peru,2020,Samsung
Producto_27,Deporte,Peru,2021,Xiaomi
Producto_27,Deporte,Peru,2022,Dell
Producto_27,Deporte,Peru,2023,LG
Producto_27,Deporte,Preu,2024,Samsung
Producto_27,Deporte,Colombia,2018,Samsung
Producto_27,Deporte,Coombia,2019,Soy
Producto_27,Deporte,Cloombia,2020,HP
Producto_27,Deporte,Colobmia,2021,LG
Producto_27,Deporte,Colombia,2022,Apple
Producto_27,Deporte,oClombia,2023,Samsung
Producto_27,Deporte,olombia,2024,Xiaomi
Producto_27,Deporte,Meexico,2018,LLG
Producto_27,Deporte,Mexico,2019,Xiaomi
Producto_27,Deporte,exico,2020,Apple
Producto_27,Deporte,Mexico,2021,G
Producto_27,Deporte,Mexio,2022,Samsung
Producto_27,Deporte,Mdxico,2023,LG
Producto_27,Deporte,Mexico,2024,Sony
Producto_27,Deporte,Argentina,2018,Samsung
Producto_27,Deporte,Argentina,2019,HP
Producto_27,Deporte,Argentina,2020,Huawei
Producto_27,Deporte,Argentina,2021,Apple
Producto_27,Deporte,Argentina,2022,LG
Producto_27,Deporte,Argentina,2023,Apple
Producto_27,Deporte,Argentina,2024,LGG
Producto_27,Deporte,Brasil,2018,GL
Producto_27,Deporte,Brasil,2019,Huwaei
Producto_27,Deporte,Brasil,2020,Dell
Producto_27,Deporte,Brasil,2021,LG
Producto_27,Deporte,Brasil,2022,Delo
Producto_27,Deporte,Brasl,2023,Huawei
Producto_27,Deporte,Brasiil,2024,Sony
Producto_28,Automotriz,Chile,2018,HP
Producto_28,Automotriz,CChile,2019,Sony
Producto_28,Automotriz,Chile,2020,Huawdi
Producto_28,Automotriz,Chile,2021,HP
Producto_28,Automotriz,Chile,2022,LGG
Producto_28,Automotriz,Chile,2023,Huawei
Producto_28,Automotriz,Chile,2024,HP
Producto_28,Automotriz,eru,2018,Xiaomi
Producto_28,Automotriz,Peru,2019,HP
Producto_28,Automotriz,Peru,2020,LG
Producto_28,Automotriz,Peru,2021,HP
Producto_28,Automotriz,Peru,2022,Apple
Producto_28,Automotriz,Peru,2023,HP
Producto_28,Automotriz,Peru,2024,HP
Producto_28,Automotriz,Colombia,2018,Soni
Producto_28,Automotriz,Colombia,2019,Sony
Producto_28,Automotriz,Colombi,2020,Apple
Producto_28,Automotriz,Colomia,2021,Huuawei
Producto_28,Automotriz,Colombia,2022,GL
Producto_28,Automotriz,Colombai,2023,HP
Producto_28,Automotriz,Coloombia,2024,L-G
Producto_28,Automotriz,Mfxico,2018,Huawei
Producto_28,Automotriz,Mexico,2019,Applee
Producto_28,Automotriz,Mexico,2020,Xiaomi
Producto_28,Automotriz,Mexico,2021,Samsung
Producto_28,Automotriz,Mexico,2022,Huawei
Producto_28,Automotriz,Mexico,2023,Samsung
Producto_28,Automotriz,Mexico,2024,Sony
Producto_28,Automotriz,Argentina,2018,Dell
Producto_28,Automotriz,Arentina,2019,Apple
Producto_28,Automotriz,Argentina,2020,LG
Producto_28,Automotriz,Argentina,2021,Huawei
Producto_28,Automotriz,Argentina,2022,Xiaomi
Producto_28,Automotriz,Argntina,2023,Apple
Producto_28,Automotriz,Argentina,2024,Applw
Producto_28,Automotriz,Brasil,2018,Sony
Producto_28,Automotriz,Brsil,2019,Xiaomi
Producto_28,Automotriz,Brasil,2020,Xiaomi
Producto_28,Automotriz,Brasil,2021,Xaiomi
Producto_28,Automotriz,Brsil,2022,pple
Producto_28,Automotriz,BBrasil,2023,Xiaomi
Producto_28,Automotriz,Brasil,2024,Samsug
Producto_29,Computación,Chile,2018,Dell
Producto_29,Computación,Cihle,2019,LGG
Producto_29,Computación,Chile,2020,kG
Producto_29,Computación,Chile,2021,Samsung
Producto_29,Computación,Chile,2022,Apple
Producto_29,Computación,Chile,2023,Xiaomi
Producto_29,Computación,Chile,2024,HP
Producto_29,Computación,Peru,2018,Huawei
Producto_29,Computación,Peru,2019,Apple
Producto_29,Computación,Peru,2020,Dell
Producto_29,Computación,Peru,2021,Aple
Producto_29,Computación,Peru,2022,Xiaomi
